Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,Rolled School ID,School Name,Suburb,State,Postcode,School Sector,School Type,Special school,Campus Type,Latitude,Longitude,ABS Remoteness Area,ABS Remoteness Area Name,Meshblock,Statistical Area 1,Statistical Area 2,Statistical Area 2 Name,Statistical Area 3,Statistical Area 3 Name,Statistical Area 4,Statistical Area 4 Name,Local Government Area,Local Government Area Name,State Electoral Division,State Electoral Division Name,Commonwealth Electoral Division,Commonwealth Electoral Division Name,school_avg,school_sim_avg,diff
2024,49087,53740.0,13740.0,49087,Mundaring Christian College,MUNDARING,WA,6073,Independent,Primary,0,School Head Campus,-31.89879059,116.1809706,0,Major Cities,50221800000,50402105336,504021053,Mundaring,50402,Mundaring,504,Perth - North East,56090,Mundaring,52702,Kalamunda (East Metropolitan),509,Hasluck,496.9,505.8,-8.900000000000034
2024,49088,53656.0,13656.0,49088,John Wollaston Anglican Community School,CAMILLO,WA,6111,Independent,Combined,0,School Single Entity,-32.10376571,116.0072157,0,Major Cities,50006010000,50601111212,506011112,Camillo - Champion Lakes,50601,Armadale,506,Perth - South East,50210,Armadale,50202,Armadale (East Metropolitan),502,Burt,506.25,514.35,-8.100000000000023
2024,49089,40092.0,92.0,49089,John Calvin Christian College,ARMADALE,WA,6112,Independent,Secondary,0,School Single Entity,-32.14885574,116.0067857,0,Major Cities,50391580700,50601111026,506011110,Armadale - Wungong - Brookdale,50601,Armadale,506,Perth - South East,50210,Armadale,50202,Armadale (East Metropolitan),502,Burt,585.0,560.1,24.899999999999977
2024,49090,53289.0,13289.0,49090,Parnngurr Community School,NEWMAN,WA,6753,Independent,Combined,0,School Single Entity,-22.81801,122.59668,4,Very Remote,50396990000,51002126717,510021267,East Pilbara,51002,East Pilbara,510,Western Australia - Outback (North),53220,East Pilbara,54403,Pilbara (Mining and Pastoral),506,Durack,,,
2024,49091,53592.0,13592.0,49091,Lake Joondalup Baptist College,JOONDALUP,WA,6027,Independent,Combined,0,School Single Entity,-31.73659,115.76145,0,Major Cities,50149490000,50501107701,505011077,Joondalup - Edgewater,50501,Joondalup,505,Perth - North West,54170,Joondalup,52604,Joondalup (North Metropolitan),510,Moore,511.1,529.0,-17.899999999999977
2024,49092,53595.0,13595.0,49092,Grace Christian School,GLEN IRIS,WA,6230,Independent,Combined,0,School Single Entity,-33.337806,115.679609,1,Inner Regional,50391922400,50102101515,501021015,East Bunbury - Glen Iris,50102,Bunbury,501,Bunbury,51190,Bunbury,50906,Bunbury (South West),507,Forrest,503.2,507.75,-4.550000000000011
2024,49093,53800.0,13800.0,49093,Chrysalis Montessori School,GLENDALOUGH,WA,6016,Independent,Primary,0,School Single Entity,-31.91739143,115.817315,0,Major Cities,50284390000,50302104342,503021043,Wembley - West Leederville - Glendalough,50302,Perth City,503,Perth - Inner,57910,Stirling,51504,Churchlands (North Metropolitan),505,Curtin,506.2,503.0,3.1999999999999886
2024,49094,53602.0,13602.0,49094,Frederick Irwin Anglican School,MANDURAH,WA,6210,Independent,Combined,0,School Head Campus,-32.51039538,115.7526232,0,Major Cities,50194660000,50201102747,502011027,Mandurah - North,50201,Mandurah,502,Mandurah,55110,Mandurah,53306,Mandurah (South West),503,Canning,508.15,511.8,-3.650000000000034
2024,49095,53286.0,13286.0,49095,St Andrew's Grammar,DIANELLA,WA,6059,Independent,Combined,0,School Single Entity,-31.87141076,115.8749301,0,Major Cities,50391621700,50502130119,505021301,Dianella - North,50502,Stirling,505,Perth - North West,57910,Stirling,53602,Mirrabooka (East Metropolitan),504,Cowan,536.35,524.5,11.850000000000023
2024,49096,53657.0,13657.0,49096,John Septimus Roe Anglican Community School,MIRRABOOKA,WA,6061,Independent,Combined,0,School Head Campus,-31.85754,115.855223,0,Major Cities,50275800000,50502108510,505021085,Balga - Mirrabooka,50502,Stirling,505,Perth - North West,57910,Stirling,53602,Mirrabooka (East Metropolitan),504,Cowan,520.6,518.05,2.550000000000068
2024,49097,54001.0,14001.0,49097,Riverlands Montessori School,DAYTON,WA,6055,Independent,Primary,0,School Single Entity,-31.847219,115.972143,0,Major Cities,50391501600,50403105747,504031057,Beechboro,50403,Swan,504,Perth - North East,58050,Swan,55802,West Swan (East Metropolitan),509,Hasluck,,,
2024,49098,54016.0,14016.0,49098,Yakanarra Community School,FITZROY CROSSING,WA,6765,Independent,Combined,0,School Single Entity,-18.67024,125.29654,4,Very Remote,50397040000,51001126319,510011263,Derby - West Kimberley,51001,Kimberley,510,Western Australia - Outback (North),52800,Derby-West Kimberley,52903,Kimberley (Mining and Pastoral),506,Durack,,,
2024,49099,53596.0,13596.0,49099,Purnululu Aboriginal Independent Community School,KUNUNURRA,WA,6743,Independent,Combined,0,School Single Entity,-17.2759,128.0501,4,Very Remote,50391890500,51001126402,510011264,Halls Creek,51001,Kimberley,510,Western Australia - Outback (North),53920,Halls Creek,52903,Kimberley (Mining and Pastoral),506,Durack,,,
2024,49100,56104.0,16104.0,49100,Port School,HAMILTON HILL,WA,6163,Independent,Secondary,1,School Single Entity,-32.08284,115.77858,0,Major Cities,50070310000,50701115421,507011154,Hamilton Hill,50701,Cockburn,507,Perth - South West,51820,Cockburn,52205,Fremantle (South Metropolitan),508,Fremantle,522.8,527.2,-4.400000000000091
2024,49101,54322.0,14322.0,49101,Margaret River Montessori School,MARGARET RIVER,WA,6285,Independent,Combined,0,School Single Entity,-33.9591,115.06705,1,Inner Regional,50015540000,50101100411,501011004,Margaret River,50101,Augusta - Margaret River - Busselton,501,Bunbury,50280,Augusta Margaret River,55706,Warren-Blackwood (South West),507,Forrest,494.95,507.35,-12.400000000000034
2024,49102,53590.0,13590.0,49102,Golden Hill Steiner School,DENMARK,WA,6333,Independent,Combined,0,School Single Entity,-34.942075,117.358227,2,Outer Regional,50090651000,50901122806,509011228,Denmark,50901,Albany,509,Western Australia - Wheat Belt,52730,Denmark,55706,Warren-Blackwood (South West),511,O'Connor,519.6,527.2,-7.600000000000023
2024,49103,54588.0,14588.0,49103,Australian Islamic College (Dianella),DIANELLA,WA,6059,Independent,Combined,0,School Single Entity,-31.90266836,115.8739813,0,Major Cities,50273340000,50502130201,505021302,Dianella - South,50502,Stirling,505,Perth - North West,57910,Stirling,53902,Mount Lawley (East Metropolitan),513,Perth,562.4,495.2105263157895,67.1894736842105
2024,49104,53616.0,13616.0,49104,Yallingup Steiner School,YALLINGUP,WA,6282,Independent,Primary,0,School Single Entity,-33.67289,115.03147,1,Inner Regional,50391829300,50101100332,501011003,Busselton Surrounds,50101,Augusta - Margaret River - Busselton,501,Bunbury,51260,Busselton,55306,Vasse (South West),507,Forrest,,,
2024,49106,54323.0,14323.0,49106,Al-Hidayah Islamic School,BENTLEY,WA,6102,Independent,Primary,0,School Single Entity,-32.01129,115.91115,0,Major Cities,50392051800,50603112429,506031124,Bentley - Wilson - St James,50603,Canning,506,Perth - South East,51330,Canning,55405,Victoria Park (South Metropolitan),514,Swan,452.2,450.9,1.3000000000000114
2024,49107,77248.0,92.0,49107,Rockingham John Calvin School,BALDIVIS,WA,6171,Independent,Primary,0,School Single Entity,-32.30608822,115.7981819,0,Major Cities,54084500000,50705131219,507051312,Baldivis - North,50705,Rockingham,507,Perth - South West,57490,Rockingham,50405,Baldivis (South Metropolitan),501,Brand,455.1,444.7,10.400000000000034
2024,49108,54321.0,14321.0,49108,Carnarvon Christian School,CARNARVON,WA,6701,Independent,Primary,0,School Single Entity,-24.87603,113.65776,4,Very Remote,50391837200,51102127603,511021276,Carnarvon,51102,Gascoyne,511,Western Australia - Outback (South),51540,Carnarvon,54203,North West Central (Mining and Pastoral),506,Durack,,,
2024,49109,54590.0,14590.0,49109,Geraldton Grammar School,GERALDTON,WA,6530,Independent,Combined,0,School Single Entity,-28.76386,114.62028,2,Outer Regional,50124280000,51104128502,511041285,Geraldton,51104,Mid West,511,Western Australia - Outback (South),53800,Greater Geraldton,52301,Geraldton (Agricultural),506,Durack,514.45,518.2,-3.75
2024,49110,54597.0,14597.0,49110,Quinns Baptist College,MINDARIE,WA,6030,Independent,Combined,0,School Single Entity,-31.67664,115.7095,0,Major Cities,50391734800,50503110543,505031105,Mindarie - Quinns Rocks - Jindalee,50503,Wanneroo,505,Perth - North West,58760,Wanneroo,51004,Burns Beach (North Metropolitan),512,Pearce,507.25,510.6,-3.3500000000000227
2024,49111,55338.0,15338.0,49111,Tranby College,BALDIVIS,WA,6171,Independent,Combined,0,School Single Entity,-32.3405,115.80179,0,Major Cities,50248980000,50705131318,507051313,Baldivis - South,50705,Rockingham,507,Perth - South West,57490,Rockingham,50405,Baldivis (South Metropolitan),501,Brand,497.2,509.65,-12.449999999999989
2024,49112,55378.0,15378.0,49112,West Coast Steiner School,NOLLAMARA,WA,6061,Independent,Primary,0,School Single Entity,-31.88377968,115.8395367,0,Major Cities,50274330000,50502109027,505021090,Nollamara - Westminster,50502,Stirling,505,Perth - North West,57910,Stirling,53802,Morley (East Metropolitan),504,Cowan,470.3,473.9,-3.599999999999966
2024,49113,55360.0,15360.0,49113,Living Waters Lutheran College,WARNBRO,WA,6169,Independent,Combined,0,School Single Entity,-32.343041,115.754401,0,Major Cities,50248500000,50705119311,507051193,Warnbro,50705,Rockingham,507,Perth - South West,57490,Rockingham,55605,Warnbro (South Metropolitan),501,Brand,497.55,497.85,-0.30000000000001137
2024,49114,55423.0,15423.0,49114,Foundation Christian College,GREENFIELDS,WA,6210,Independent,Combined,0,School Single Entity,-32.52894158,115.7638458,0,Major Cities,50194130000,50201102320,502011023,Greenfields,50201,Mandurah,502,Mandurah,55110,Mandurah,53306,Mandurah (South West),503,Canning,498.55,502.1,-3.5500000000000114
2024,49115,55683.0,15683.0,49115,Carey Baptist College,HARRISDALE,WA,6112,Independent,Combined,0,School Single Entity,-32.11122,115.93412,0,Major Cities,50011182000,50601130718,506011307,Harrisdale,50601,Armadale,506,Perth - South East,50210,Armadale,52505,Jandakot (South Metropolitan),502,Burt,545.6,535.4,10.200000000000045
2024,49116,56021.0,16021.0,49116,Wulungarra Community School,FITZROY CROSSING,WA,6765,Independent,Combined,0,School Single Entity,-18.82600381,124.94121143,4,Very Remote,50391878200,51001126321,510011263,Derby - West Kimberley,51001,Kimberley,510,Western Australia - Outback (North),52800,Derby-West Kimberley,52903,Kimberley (Mining and Pastoral),506,Durack,,,
2024,49117,56330.0,16330.0,49117,Ellenbrook Christian College,ELLENBROOK,WA,6069,Independent,Combined,0,School Single Entity,-31.78741858,115.9598286,0,Major Cities,50393000000,50403130043,504031300,Ellenbrook,50403,Swan,504,Perth - North East,58050,Swan,55802,West Swan (East Metropolitan),509,Hasluck,510.55,510.2,0.35000000000002274
2024,49118,56076.0,16076.0,49118,Peter Moyes Anglican Community School,MINDARIE,WA,6030,Independent,Combined,0,School Single Entity,-31.6768,115.70754,0,Major Cities,50325930000,50503110543,505031105,Mindarie - Quinns Rocks - Jindalee,50503,Wanneroo,505,Perth - North West,58760,Wanneroo,51004,Burns Beach (North Metropolitan),512,Pearce,510.3,522.45,-12.150000000000034
2024,49119,56332.0,16332.0,49119,Georgiana Molloy Anglican School,YALYALUP,WA,6280,Independent,Combined,0,School Single Entity,-33.66197816,115.38247207,1,Inner Regional,50391761500,50101129318,501011293,Busselton - East,50101,Augusta - Margaret River - Busselton,501,Bunbury,51260,Busselton,55306,Vasse (South West),507,Forrest,510.55,516.55,-5.999999999999943
2024,49120,55894.0,15894.0,49120,Great Southern Grammar School,KALGAN,WA,6330,Independent,Combined,0,School Single Entity,-34.94715223,117.97046609,2,Outer Regional,50004320000,50901122607,509011226,Albany Surrounds,50901,Albany,509,Western Australia - Wheat Belt,50080,Albany,50106,Albany (South West),511,O'Connor,515.8,514.85,0.9499999999999318
2024,49122,77344.0,92.0,49122,Byford John Calvin School,BYFORD,WA,6122,Independent,Primary,0,School Single Entity,-32.22464901,116.005747,0,Major Cities,50391515600,50606114224,506061142,Byford,50606,Serpentine - Jarrahdale,506,Perth - South East,57700,Serpentine-Jarrahdale,51902,Darling Range (East Metropolitan),503,Canning,467.1,451.0,16.100000000000023
2024,49123,56607.0,16607.0,49123,Casa Mia Montessori Community School,BASSENDEAN,WA,6054,Independent,Primary,0,School Single Entity,-31.90307054,115.9519339,0,Major Cities,50391517900,50401104435,504011044,Bassendean - Eden Hill - Ashfield,50401,Bayswater - Bassendean,504,Perth - North East,50350,Bassendean,50502,Bassendean (East Metropolitan),513,Perth,455.6,466.2,-10.599999999999966
2024,49124,56533.0,16533.0,49124,Hope Christian College,ROELANDS,WA,6226,Independent,Combined,0,School Single Entity,-33.29289,115.82769,1,Inner Regional,50142940000,50102101426,501021014,Harvey,50102,Bunbury,501,Bunbury,53990,Harvey,51706,Collie-Preston (South West),507,Forrest,490.2,505.8,-15.600000000000023
2024,49125,56593.0,16593.0,49125,Australian Christian College - Southlands,ALBANY,WA,6330,Independent,Combined,0,School Single Entity,-34.99516988,117.9219245,2,Outer Regional,50005270000,50901122529,509011225,Albany,50901,Albany,509,Western Australia - Wheat Belt,50080,Albany,50106,Albany (South West),511,O'Connor,511.35,505.0,6.350000000000023
2024,49126,56673.0,16673.0,49126,Goldfields Baptist College,SOMERVILLE,WA,6430,Independent,Combined,0,School Single Entity,-30.77596793,121.4641571,2,Outer Regional,50391643500,51103127929,511031279,Kalgoorlie,51103,Goldfields,511,Western Australia - Outback (South),54280,Kalgoorlie-Boulder,52803,Kalgoorlie (Mining and Pastoral),511,O'Connor,487.45,489.2,-1.75
2024,49127,53594.0,13594.0,49127,St George's Anglican Grammar School,PERTH,WA,6000,Independent,Secondary,0,School Single Entity,-31.95397495,115.85693258,0,Major Cities,50357580000,50302129720,503021297,Perth (West) - Northbridge,50302,Perth City,503,Perth - Inner,57080,Perth,54304,Perth (North Metropolitan),513,Perth,583.9,600.3,-16.399999999999977
2024,49128,56671.0,16671.0,49128,Australian Islamic College (Kewdale),KEWDALE,WA,6105,Independent,Combined,0,School Single Entity,-31.98092716,115.9323628,0,Major Cities,50029451000,50602131012,506021310,Kewdale,50602,Belmont - Victoria Park,506,Perth - South East,50490,Belmont,50702,Belmont (East Metropolitan),514,Swan,554.3,505.75,48.549999999999955
2024,49129,57285.0,17285.0,49129,Nyikina Mangala Community School,DERBY,WA,6728,Independent,Combined,0,School Single Entity,-18.012296,124.010685,4,Very Remote,50397070000,51001126310,510011263,Derby - West Kimberley,51001,Kimberley,510,Western Australia - Outback (North),52800,Derby-West Kimberley,52903,Kimberley (Mining and Pastoral),506,Durack,,,
2024,49130,77532.0,17269.0,40685,OneSchool Global WA - Albany Campus,ALBANY,WA,6330,Independent,Combined,0,School Sub-Campus,-35.003382,117.893221,2,Outer Regional,50391909500,50901122528,509011225,Albany,50901,Albany,509,Western Australia - Wheat Belt,50080,Albany,50106,Albany (South West),511,O'Connor,,,
2024,49131,57313.0,17313.0,49131,Sowilo Community High School,KELMSCOTT,WA,6111,Independent,Secondary,1,School Single Entity,-32.130973526976,116.010430948159,0,Major Cities,50009481000,50601111419,506011114,Kelmscott,50601,Armadale,506,Perth - South East,50210,Armadale,50202,Armadale (East Metropolitan),502,Burt,488.1111111111111,505.55555555555554,-17.444444444444457
2024,49134,85507.0,92.0,49134,South-West John Calvin Christian College,CAPEL,WA,6271,Independent,Combined,0,School Single Entity,-33.543641,115.565435,1,Inner Regional,50062860000,50102100705,501021007,Capel,50102,Bunbury,501,Bunbury,51400,Capel,51706,Collie-Preston (South West),507,Forrest,575.6666666666666,563.6666666666666,12.0
2024,49135,57933.0,17933.0,49135,Child Side School,BOYANUP,WA,6237,Independent,Combined,0,School Single Entity,-33.48569,115.74084,1,Inner Regional,50392081900,50102100710,501021007,Capel,50102,Bunbury,501,Bunbury,51400,Capel,51706,Collie-Preston (South West),507,Forrest,521.4,527.5,-6.100000000000023
2024,49137,58149.0,18149.0,49137,Mandurah Baptist College,LAKELANDS,WA,6180,Independent,Combined,0,School Single Entity,-32.47718,115.76053,0,Major Cities,50391484500,50201102727,502011027,Mandurah - North,50201,Mandurah,502,Mandurah,55110,Mandurah,53306,Mandurah (South West),503,Canning,492.9,506.25,-13.350000000000023
2024,49138,58091.0,18091.0,49138,Al-Ameen College,LANGFORD,WA,6147,Independent,Combined,0,School Head Campus,-32.04424552,115.9368562,0,Major Cities,50134550000,50604113246,506041132,Beckenham - Kenwick - Langford,50604,Gosnells,506,Perth - South East,53780,Gosnells,51205,Cannington (South Metropolitan),502,Burt,542.7,519.85,22.850000000000023
2024,49139,63697.0,23697.0,49139,Swan Valley Anglican Community School,AVELEY,WA,6069,Independent,Combined,0,School Single Entity,-31.79361403,115.9852066,0,Major Cities,50391763500,50403129830,504031298,Aveley,50403,Swan,504,Perth - North East,58050,Swan,55802,West Swan (East Metropolitan),509,Hasluck,511.1,508.5,2.6000000000000227
2024,49140,65081.0,25081.0,49140,Court Grammar School,MUNDIJONG,WA,6123,Independent,Combined,0,School Single Entity,-32.269662,115.991277,0,Major Cities,50263691000,50606114305,506061143,Mundijong,50606,Serpentine - Jarrahdale,506,Perth - South East,57700,Serpentine-Jarrahdale,51902,Darling Range (East Metropolitan),503,Canning,485.3,489.2,-3.8999999999999773
2024,49141,63696.0,23696.0,49141,Peter Carnley Anglican Community School,WELLARD,WA,6170,Independent,Combined,0,School Head Campus,-32.256313,115.815494,0,Major Cities,50181132400,50703116905,507031169,Wellard (West) - Bertram,50703,Kwinana,507,Perth - South West,54830,Kwinana,50405,Baldivis (South Metropolitan),501,Brand,495.8,504.15,-8.349999999999966
2024,49142,86754.0,23672.0,49142,International School of Western Australia,CITY BEACH,WA,6015,Independent,Combined,0,School Single Entity,-31.897316,115.777807,0,Major Cities,50289670000,50502108817,505021088,Innaloo - Doubleview,50502,Stirling,505,Perth - North West,57910,Stirling,51504,Churchlands (North Metropolitan),505,Curtin,552.3,539.05,13.25
2024,49143,58017.0,18017.0,49143,Heritage College Perth,FORRESTFIELD,WA,6058,Independent,Combined,0,School Single Entity,-31.98168898,116.0190732,0,Major Cities,50163760000,50605113809,506051138,Forrestfield - Wattle Grove,50605,Kalamunda,506,Perth - South East,54200,Kalamunda,52102,Forrestfield (East Metropolitan),514,Swan,541.55,527.7,13.849999999999909
2024,49144,65121.0,25121.0,49144,Fountain College - Ferndale Campus,FERNDALE,WA,6148,Independent,Combined,0,School Head Campus,-32.036495,115.920129,0,Major Cities,50053640000,50603112837,506031128,Parkwood - Ferndale - Lynwood,50603,Canning,506,Perth - South East,51330,Canning,51205,Cannington (South Metropolitan),515,Tangney,519.35,502.4,16.950000000000045
2024,49145,85839.0,25987.0,49145,Leaning Tree Steiner School,GERALDTON,WA,6530,Independent,Combined,0,School Single Entity,-28.683819,114.627888,2,Outer Regional,50137270000,51104128716,511041287,Geraldton - North,51104,Mid West,511,Western Australia - Outback (South),53800,Greater Geraldton,52301,Geraldton (Agricultural),506,Durack,462.0,471.4,-9.399999999999977
2024,49146,67701.0,27701.0,49146,Esperance Anglican Community School,ESPERANCE,WA,6450,Independent,Secondary,0,School Single Entity,-33.871098,121.886091,3,Remote,50114930000,51101127421,511011274,Esperance,51101,Esperance,511,Western Australia - Outback (South),53290,Esperance,54701,Roe (Agricultural),511,O'Connor,540.3,543.1,-2.800000000000068
2024,49147,56920.0,16920.0,49147,Blue Gum Montessori School,BIBRA LAKE,WA,6163,Independent,Primary,0,School Single Entity,-32.085446138235966,115.8383086917877,0,Major Cities,50367440000,50701115924,507011159,South Lake - Cockburn Central,50701,Cockburn,507,Perth - South West,51820,Cockburn,55905,Willagee (South Metropolitan),508,Fremantle,488.8,489.5,-0.6999999999999886
2024,49148,56595.0,16595.0,49148,Bold Park Community School,WEMBLEY,WA,6014,Independent,Combined,0,School Head Campus,-31.92333,115.82362,0,Major Cities,50391928200,50302104311,503021043,Wembley - West Leederville - Glendalough,50302,Perth City,503,Perth - Inner,51310,Cambridge,51504,Churchlands (North Metropolitan),505,Curtin,496.8,511.4,-14.599999999999966
2024,49149,57162.0,17162.0,49149,The Silver Tree Steiner School,PARKERVILLE,WA,6081,Independent,Primary,0,School Single Entity,-31.87214452,116.1365505,0,Major Cities,50222250000,50402105304,504021053,Mundaring,50402,Mundaring,504,Perth - North East,56090,Mundaring,52702,Kalamunda (East Metropolitan),509,Hasluck,,,
2024,50168,52389.0,12389.0,50168,Beaconsfield Primary School,BEACONSFIELD,WA,6162,Government,Primary,0,School Head Campus,-32.06830818,115.7595732,0,Major Cities,50392070500,50702116634,507021166,Fremantle - South,50702,Fremantle,507,Perth - South West,53430,Fremantle,52205,Fremantle (South Metropolitan),508,Fremantle,452.9,464.8,-11.900000000000034
2024,50231,15279.0,26584.0,40261,Ngaanyatjarra Lands School - Warburton Campus,WARBURTON,WA,6431,Government,Combined,0,School Sub-Campus,-26.134554,126.578497,4,Very Remote,50397150000,51103128309,511031283,Leinster - Leonora,51103,Goldfields,511,Western Australia - Outback (South),56620,Ngaanyatjarraku,54203,North West Central (Mining and Pastoral),511,O'Connor,,,
2024,50233,6856.0,26584.0,40261,Ngaanyatjarra Lands School - Wingellina Campus,NGAANYATJARRA-GILES,WA,872,Government,Combined,0,School Sub-Campus,-26.064398,128.931333,4,Very Remote,50397220000,51103128316,511031283,Leinster - Leonora,51103,Goldfields,511,Western Australia - Outback (South),56620,Ngaanyatjarraku,54203,North West Central (Mining and Pastoral),511,O'Connor,,,
2024,50234,6854.0,26584.0,40261,Ngaanyatjarra Lands School - Blackstone Campus,NGAANYATJARRA-GILES,WA,872,Government,Combined,0,School Sub-Campus,-25.9993,128.2828,4,Very Remote,50397180000,51103128304,511031283,Leinster - Leonora,51103,Goldfields,511,Western Australia - Outback (South),56620,Ngaanyatjarraku,54203,North West Central (Mining and Pastoral),511,O'Connor,,,
2024,50235,6855.0,26584.0,40261,Ngaanyatjarra Lands School - Jameson Campus,NGAANYATJARRA-GILES,WA,872,Government,Combined,0,School Sub-Campus,-25.86285,127.665176,4,Very Remote,50397200000,51103128314,511031283,Leinster - Leonora,51103,Goldfields,511,Western Australia - Outback (South),56620,Ngaanyatjarraku,54203,North West Central (Mining and Pastoral),511,O'Connor,,,
2024,50237,15221.0,26584.0,40261,Ngaanyatjarra Lands School - Kiwirrkurra Campus,KIWIRRKURRA,WA,872,Government,Combined,0,School Sub-Campus,-22.815546,127.763371,4,Very Remote,50397000000,51002126709,510021267,East Pilbara,51002,East Pilbara,510,Western Australia - Outback (North),53220,East Pilbara,52903,Kimberley (Mining and Pastoral),506,Durack,,,
2024,50238,17491.0,26584.0,40261,Ngaanyatjarra Lands School - Tjukurla Campus,NGAANYATJARRA-GILES,WA,872,Government,Combined,0,School Sub-Campus,-24.348498,128.718812,4,Very Remote,50397170000,51103128322,511031283,Leinster - Leonora,51103,Goldfields,511,Western Australia - Outback (South),56620,Ngaanyatjarraku,54203,North West Central (Mining and Pastoral),511,O'Connor,,,
2024,50239,15277.0,26584.0,40261,Ngaanyatjarra Lands School - Wanarn Campus,NGAANYATJARRA-GILES,WA,872,Government,Combined,0,School Sub-Campus,-25.282885,127.542143,4,Very Remote,50397190000,51103128317,511031283,Leinster - Leonora,51103,Goldfields,511,Western Australia - Outback (South),56620,Ngaanyatjarraku,54203,North West Central (Mining and Pastoral),511,O'Connor,,,
2024,50314,6859.0,6688.0,48429,Laverton School - Cosmo Newberry Campus,COSMO NEWBERRY,WA,6440,Government,Combined,0,School Sub-Campus,-27.9961,122.8936,4,Very Remote,50397110000,51103128318,511031283,Leinster - Leonora,51103,Goldfields,511,Western Australia - Outback (South),54970,Laverton,52803,Kalgoorlie (Mining and Pastoral),511,O'Connor,,,
2024,50315,68901.0,28901.0,50315,Aubin Grove Primary School,AUBIN GROVE,WA,6164,Government,Primary,0,School Single Entity,-32.172834,115.864112,0,Major Cities,50077542300,50701114834,507011148,Banjup,50701,Cockburn,507,Perth - South West,51820,Cockburn,53105,Kwinana (South Metropolitan),508,Fremantle,462.9,461.8,1.099999999999966
2024,50318,69057.0,29057.0,50318,Austin Cove Baptist College,SOUTH YUNDERUP,WA,6208,Independent,Primary,0,School Head Campus,-32.608583,115.810958,0,Major Cities,50227982000,50201102932,502011029,Pinjarra,50201,Mandurah,502,Mandurah,56230,Murray,54006,Murray-Wellington (South West),503,Canning,473.0,484.75,-11.75
2024,50319,69059.0,29059.0,50319,Alkimos Baptist College,MERRIWA,WA,6030,Independent,Combined,0,School Single Entity,-31.660413,115.710527,0,Major Cities,50327240000,50503109918,505031099,Butler - Merriwa - Ridgewood,50503,Wanneroo,505,Perth - North West,58760,Wanneroo,51104,Butler (North Metropolitan),512,Pearce,490.15,498.85,-8.700000000000045
2024,50363,69002.0,29002.0,50363,Spring Hill Primary School,TAPPING,WA,6065,Government,Primary,0,School Single Entity,-31.72371268,115.79189256,0,Major Cities,50391788000,50503110723,505031107,Tapping - Ashby - Sinagra,50503,Wanneroo,505,Perth - North West,58760,Wanneroo,55504,Wanneroo (North Metropolitan),512,Pearce,447.8,448.2,-0.39999999999997726
2024,50369,69003.0,29003.0,50369,Makybe Rise Primary School,BALDIVIS,WA,6171,Government,Primary,0,School Single Entity,-32.343149,115.817225,0,Major Cities,54083200000,50705131306,507051313,Baldivis - South,50705,Rockingham,507,Perth - South West,57490,Rockingham,50405,Baldivis (South Metropolitan),501,Brand,437.2,439.1,-1.900000000000034
2024,50398,69090.0,29090.0,50398,SMYL Community College,ROCKINGHAM,WA,6168,Independent,Secondary,1,School Head Campus,-32.273293,115.754034,0,Major Cities,50391681100,50705118823,507051188,Rockingham,50705,Rockingham,507,Perth - South West,57490,Rockingham,54605,Rockingham (South Metropolitan),501,Brand,487.2,517.2,-30.000000000000057
2024,50437,69787.0,29787.0,50437,Roleystone Community College,ROLEYSTONE,WA,6111,Government,Combined,0,School Single Entity,-32.103352,116.0872507,0,Major Cities,50005760000,50601111615,506011116,Roleystone,50601,Armadale,506,Perth - South East,50210,Armadale,51902,Darling Range (East Metropolitan),503,Canning,493.45,498.05,-4.600000000000023
2024,50438,12388.0,12389.0,50168,Beaconsfield Primary School - Rottnest Island Campus,ROTTNEST ISLAND,WA,6161,Government,Primary,0,School Sub-Campus,-31.99224,115.53921,3,Remote,50077840000,50702116525,507021165,Fremantle,50702,Fremantle,507,Perth - South West,51820,Cockburn,52205,Fremantle (South Metropolitan),508,Fremantle,,,
2024,50440,22829.0,12738.0,48496,Roebourne District High School - Ngurrawaana Campus,MILLSTREAM,WA,6716,Government,Combined,0,School Sub-Campus,-21.409044,116.9863,4,Very Remote,50391899700,51003127105,510031271,Ashburton (WA),51003,West Pilbara,510,Western Australia - Outback (North),50250,Ashburton,54203,North West Central (Mining and Pastoral),506,Durack,,,
2024,50441,70086.0,30086.0,50441,Dalyellup Primary School,DALYELLUP,WA,6230,Government,Primary,0,School Single Entity,-33.399857,115.622834,1,Inner Regional,50061591000,50102125115,501021251,Dalyellup,50102,Bunbury,501,Bunbury,51400,Capel,50906,Bunbury (South West),507,Forrest,406.2,424.1,-17.900000000000034
2024,50442,68902.0,28902.0,50442,Malvern Springs Primary School,ELLENBROOK,WA,6069,Government,Primary,0,School Single Entity,-31.759223,115.979504,0,Major Cities,50309055500,50403130007,504031300,Ellenbrook,50403,Swan,504,Perth - North East,58050,Swan,55102,Swan Hills (East Metropolitan),509,Hasluck,441.1,430.4,10.700000000000045
2024,50443,68903.0,28903.0,50443,Meadow Springs Primary School,MEADOW SPRINGS,WA,6210,Government,Primary,0,School Single Entity,-32.500317,115.758417,0,Major Cities,50391993300,50201102736,502011027,Mandurah - North,50201,Mandurah,502,Mandurah,55110,Mandurah,53306,Mandurah (South West),503,Canning,412.8,421.9,-9.099999999999966
